code,name,1901-07,1902-07,1903-07,1904-07,1905-07,1906-07,1907-07,1908-07,1909-07,1910-07,1911-07,1912-07,1913-07,1914-07,1915-07,1916-07,1917-07,1918-07,1919-07,1920-07,1921-07,1922-07,1923-07,1924-07,1925-07,1926-07,1927-07,1928-07,1929-07,1930-07,1931-07,1932-07,1933-07,1934-07,1935-07,1936-07,1937-07,1938-07,1939-07,1940-07,1941-07,1942-07,1943-07,1944-07,1945-07,1946-07,1947-07,1948-07,1949-07,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07
IMN.12061319,Maughold,1138.8,1043.0,1545.6,1073.9,962.5,1213.9,1243.4,1221.9,1292.2,1290.8,1194.7,1297.3,1141.1,1230.3,1168.7,1277.3,1178.0,1375.3,1137.4,1369.3,1165.8,1150.4,1456.0,1313.8,1195.3,1270.1,1394.2,1524.2,1270.4,1396.5,1355.6,1253.8,921.1,1277.9,1269.7,1318.1,1178.6,1382.4,1209.5,1333.3,1051.9,1259.9,1274.1,1318.4,1129.9,1323.2,1276.9,1429.5,1174.6,1324.3,1388.9,1103.2,1083.8,1586.7,976.9,1075.6,1310.4,1349.4,1145.0,1384.2,1289.4,1194.6,1149.1,1074.8,1226.0,1314.9,1373.0,1255.6,1058.6,1216.6,959.5,1230.6,1001.7,1337.1,1075.2,1220.4,1272.0,1169.8,1256.5,1417.2,1365.1,1437.6,1183.7,1187.6,1264.1,1334.8,1333.2,1367.7,1095.9,1383.2,1165.1,1293.5,1233.6,1394.7,1124.5,1072.5,1183.4,1416.2,1381.7,1600.1,1105.2,1606.7,1062.0,1300.7,1199.8,1290.0,1241.5,1526.0,1399.6,1105.3,1246.4,1507.0,1282.1,1501.9,1486.8,1256.7,1255.7,1251.7,1393.8,1465.3,1251.2,1280.5
IMN.12061320,Michael,1135.9,1047.5,1459.1,1009.5,943.5,1090.8,1165.7,1143.7,1201.7,1242.2,1107.0,1210.8,1169.7,1204.7,1205.8,1386.3,1153.3,1301.4,1095.3,1378.4,1091.1,1048.7,1349.4,1336.1,1168.6,1195.8,1347.9,1452.4,1228.8,1408.7,1309.6,1184.5,874.4,1264.4,1182.0,1287.0,1197.9,1326.5,1212.3,1388.5,1102.5,1279.2,1217.6,1272.4,1104.3,1287.0,1278.5,1382.1,1133.9,1309.4,1318.1,1101.1,1017.0,1513.1,1080.2,1096.6,1312.2,1375.4,1065.1,1326.9,1203.6,1121.9,1196.4,1077.2,1272.8,1413.0,1288.3,1205.7,1059.1,1193.6,980.1,1113.9,1002.7,1256.2,991.7,1203.2,1203.2,1174.3,1210.2,1338.9,1339.4,1321.2,1047.6,1163.4,1214.6,1230.5,1195.6,1366.8,1050.7,1280.9,1065.3,1229.6,1178.7,1253.4,1144.2,1075.8,1121.7,1335.6,1319.4,1438.5,1020.3,1521.3,998.2,1243.9,1156.2,1265.4,1193.8,1470.7,1372.6,1081.1,1259.3,1407.3,1233.6,1441.0,1434.5,1214.7,1213.8,1209.5,1347.0,1410.0,1195.6,1228.4
IMN.12061321,Onchan,1138.62,1043.28,1540.29,1069.95,961.33,1206.35,1238.63,1217.1,1286.65,1287.82,1189.32,1291.99,1142.85,1228.73,1170.98,1283.99,1176.48,1370.77,1134.82,1369.86,1161.22,1144.16,1449.46,1315.17,1193.66,1265.54,1391.36,1519.79,1267.85,1397.25,1352.78,1249.55,918.23,1277.07,1264.32,1316.19,1179.78,1378.97,1209.67,1336.69,1055.0,1261.08,1270.63,1315.58,1128.33,1320.98,1277.0,1426.59,1172.1,1323.39,1384.56,1103.07,1079.7,1582.18,983.24,1076.89,1310.51,1351.0,1140.1,1380.68,1284.14,1190.14,1152.0,1074.95,1228.87,1320.92,1367.8,1252.54,1058.63,1215.19,960.76,1223.44,1001.76,1332.14,1070.08,1219.34,1267.78,1170.08,1253.66,1412.4,1363.52,1430.46,1175.35,1186.12,1261.06,1328.4,1324.76,1367.64,1093.13,1376.92,1158.98,1289.58,1230.23,1386.03,1125.71,1072.7,1179.61,1411.25,1377.88,1590.18,1099.99,1601.46,1058.09,1297.21,1197.12,1288.49,1238.57,1522.61,1397.94,1103.82,1247.19,1500.88,1279.12,1498.16,1483.59,1254.12,1253.13,1249.11,1390.93,1461.91,1247.79,1277.3
IMN.12061322,Patrick,1135.9,1047.5,1459.1,1009.5,943.5,1090.8,1165.7,1143.7,1201.7,1242.2,1107.0,1210.8,1169.7,1204.7,1205.8,1386.3,1153.3,1301.4,1095.3,1378.4,1091.1,1048.7,1349.4,1336.1,1168.6,1195.8,1347.9,1452.4,1228.8,1408.7,1309.6,1184.5,874.4,1264.4,1182.0,1287.0,1197.9,1326.5,1212.3,1388.5,1102.5,1279.2,1217.6,1272.4,1104.3,1287.0,1278.5,1382.1,1133.9,1309.4,1318.1,1101.1,1017.0,1513.1,1080.2,1096.6,1312.2,1375.4,1065.1,1326.9,1203.6,1121.9,1196.4,1077.2,1272.8,1413.0,1288.3,1205.7,1059.1,1193.6,980.1,1113.9,1002.7,1256.2,991.7,1203.2,1203.2,1174.3,1210.2,1338.9,1339.4,1321.2,1047.6,1163.4,1214.6,1230.5,1195.6,1366.8,1050.7,1280.9,1065.3,1229.6,1178.7,1253.4,1144.2,1075.8,1121.7,1335.6,1319.4,1438.5,1020.3,1521.3,998.2,1243.9,1156.2,1265.4,1193.8,1470.7,1372.6,1081.1,1259.3,1407.3,1233.6,1441.0,1434.5,1214.7,1213.8,1209.5,1347.0,1410.0,1195.6,1228.4
IMN.12061323,Peel,1135.9,1047.5,1459.1,1009.5,943.5,1090.8,1165.7,1143.7,1201.7,1242.2,1107.0,1210.8,1169.7,1204.7,1205.8,1386.3,1153.3,1301.4,1095.3,1378.4,1091.1,1048.7,1349.4,1336.1,1168.6,1195.8,1347.9,1452.4,1228.8,1408.7,1309.6,1184.5,874.4,1264.4,1182.0,1287.0,1197.9,1326.5,1212.3,1388.5,1102.5,1279.2,1217.6,1272.4,1104.3,1287.0,1278.5,1382.1,1133.9,1309.4,1318.1,1101.1,1017.0,1513.1,1080.2,1096.6,1312.2,1375.4,1065.1,1326.9,1203.6,1121.9,1196.4,1077.2,1272.8,1413.0,1288.3,1205.7,1059.1,1193.6,980.1,1113.9,1002.7,1256.2,991.7,1203.2,1203.2,1174.3,1210.2,1338.9,1339.4,1321.2,1047.6,1163.4,1214.6,1230.5,1195.6,1366.8,1050.7,1280.9,1065.3,1229.6,1178.7,1253.4,1144.2,1075.8,1121.7,1335.6,1319.4,1438.5,1020.3,1521.3,998.2,1243.9,1156.2,1265.4,1193.8,1470.7,1372.6,1081.1,1259.3,1407.3,1233.6,1441.0,1434.5,1214.7,1213.8,1209.5,1347.0,1410.0,1195.6,1228.4
IMN.12061324,Port Erin,1135.9,1047.5,1459.1,1009.5,943.5,1090.8,1165.7,1143.7,1201.7,1242.2,1107.0,1210.8,1169.7,1204.7,1205.8,1386.3,1153.3,1301.4,1095.3,1378.4,1091.1,1048.7,1349.4,1336.1,1168.6,1195.8,1347.9,1452.4,1228.8,1408.7,1309.6,1184.5,874.4,1264.4,1182.0,1287.0,1197.9,1326.5,1212.3,1388.5,1102.5,1279.2,1217.6,1272.4,1104.3,1287.0,1278.5,1382.1,1133.9,1309.4,1318.1,1101.1,1017.0,1513.1,1080.2,1096.6,1312.2,1375.4,1065.1,1326.9,1203.6,1121.9,1196.4,1077.2,1272.8,1413.0,1288.3,1205.7,1059.1,1193.6,980.1,1113.9,1002.7,1256.2,991.7,1203.2,1203.2,1174.3,1210.2,1338.9,1339.4,1321.2,1047.6,1163.4,1214.6,1230.5,1195.6,1366.8,1050.7,1280.9,1065.3,1229.6,1178.7,1253.4,1144.2,1075.8,1121.7,1335.6,1319.4,1438.5,1020.3,1521.3,998.2,1243.9,1156.2,1265.4,1193.8,1470.7,1372.6,1081.1,1259.3,1407.3,1233.6,1441.0,1434.5,1214.7,1213.8,1209.5,1347.0,1410.0,1195.6,1228.4
IMN.12061325,Port St.Mary,1135.9,1047.5,1459.1,1009.5,943.5,1090.8,1165.7,1143.7,1201.7,1242.2,1107.0,1210.8,1169.7,1204.7,1205.8,1386.3,1153.3,1301.4,1095.3,1378.4,1091.1,1048.7,1349.4,1336.1,1168.6,1195.8,1347.9,1452.4,1228.8,1408.7,1309.6,1184.5,874.4,1264.4,1182.0,1287.0,1197.9,1326.5,1212.3,1388.5,1102.5,1279.2,1217.6,1272.4,1104.3,1287.0,1278.5,1382.1,1133.9,1309.4,1318.1,1101.1,1017.0,1513.1,1080.2,1096.6,1312.2,1375.4,1065.1,1326.9,1203.6,1121.9,1196.4,1077.2,1272.8,1413.0,1288.3,1205.7,1059.1,1193.6,980.1,1113.9,1002.7,1256.2,991.7,1203.2,1203.2,1174.3,1210.2,1338.9,1339.4,1321.2,1047.6,1163.4,1214.6,1230.5,1195.6,1366.8,1050.7,1280.9,1065.3,1229.6,1178.7,1253.4,1144.2,1075.8,1121.7,1335.6,1319.4,1438.5,1020.3,1521.3,998.2,1243.9,1156.2,1265.4,1193.8,1470.7,1372.6,1081.1,1259.3,1407.3,1233.6,1441.0,1434.5,1214.7,1213.8,1209.5,1347.0,1410.0,1195.6,1228.4
IMN.12061326,Ramsey,1138.8,1043.0,1545.6,1073.9,962.5,1213.9,1243.4,1221.9,1292.2,1290.8,1194.7,1297.3,1141.1,1230.3,1168.7,1277.3,1178.0,1375.3,1137.4,1369.3,1165.8,1150.4,1456.0,1313.8,1195.3,1270.1,1394.2,1524.2,1270.4,1396.5,1355.6,1253.8,921.1,1277.9,1269.7,1318.1,1178.6,1382.4,1209.5,1333.3,1051.9,1259.9,1274.1,1318.4,1129.9,1323.2,1276.9,1429.5,1174.6,1324.3,1388.9,1103.2,1083.8,1586.7,976.9,1075.6,1310.4,1349.4,1145.0,1384.2,1289.4,1194.6,1149.1,1074.8,1226.0,1314.9,1373.0,1255.6,1058.6,1216.6,959.5,1230.6,1001.7,1337.1,1075.2,1220.4,1272.0,1169.8,1256.5,1417.2,1365.1,1437.6,1183.7,1187.6,1264.1,1334.8,1333.2,1367.7,1095.9,1383.2,1165.1,1293.5,1233.6,1394.7,1124.5,1072.5,1183.4,1416.2,1381.7,1600.1,1105.2,1606.7,1062.0,1300.7,1199.8,1290.0,1241.5,1526.0,1399.6,1105.3,1246.4,1507.0,1282.1,1501.9,1486.8,1256.7,1255.7,1251.7,1393.8,1465.3,1251.2,1280.5
IMN.12061327,Rushen,1135.9,1047.5,1459.1,1009.5,943.5,1090.8,1165.7,1143.7,1201.7,1242.2,1107.0,1210.8,1169.7,1204.7,1205.8,1386.3,1153.3,1301.4,1095.3,1378.4,1091.1,1048.7,1349.4,1336.1,1168.6,1195.8,1347.9,1452.4,1228.8,1408.7,1309.6,1184.5,874.4,1264.4,1182.0,1287.0,1197.9,1326.5,1212.3,1388.5,1102.5,1279.2,1217.6,1272.4,1104.3,1287.0,1278.5,1382.1,1133.9,1309.4,1318.1,1101.1,1017.0,1513.1,1080.2,1096.6,1312.2,1375.4,1065.1,1326.9,1203.6,1121.9,1196.4,1077.2,1272.8,1413.0,1288.3,1205.7,1059.1,1193.6,980.1,1113.9,1002.7,1256.2,991.7,1203.2,1203.2,1174.3,1210.2,1338.9,1339.4,1321.2,1047.6,1163.4,1214.6,1230.5,1195.6,1366.8,1050.7,1280.9,1065.3,1229.6,1178.7,1253.4,1144.2,1075.8,1121.7,1335.6,1319.4,1438.5,1020.3,1521.3,998.2,1243.9,1156.2,1265.4,1193.8,1470.7,1372.6,1081.1,1259.3,1407.3,1233.6,1441.0,1434.5,1214.7,1213.8,1209.5,1347.0,1410.0,1195.6,1228.4
IMN.12061328,Santan,1135.9,1047.5,1459.1,1009.5,943.5,1090.8,1165.7,1143.7,1201.7,1242.2,1107.0,1210.8,1169.7,1204.7,1205.8,1386.3,1153.3,1301.4,1095.3,1378.4,1091.1,1048.7,1349.4,1336.1,1168.6,1195.8,1347.9,1452.4,1228.8,1408.7,1309.6,1184.5,874.4,1264.4,1182.0,1287.0,1197.9,1326.5,1212.3,1388.5,1102.5,1279.2,1217.6,1272.4,1104.3,1287.0,1278.5,1382.1,1133.9,1309.4,1318.1,1101.1,1017.0,1513.1,1080.2,1096.6,1312.2,1375.4,1065.1,1326.9,1203.6,1121.9,1196.4,1077.2,1272.8,1413.0,1288.3,1205.7,1059.1,1193.6,980.1,1113.9,1002.7,1256.2,991.7,1203.2,1203.2,1174.3,1210.2,1338.9,1339.4,1321.2,1047.6,1163.4,1214.6,1230.5,1195.6,1366.8,1050.7,1280.9,1065.3,1229.6,1178.7,1253.4,1144.2,1075.8,1121.7,1335.6,1319.4,1438.5,1020.3,1521.3,998.2,1243.9,1156.2,1265.4,1193.8,1470.7,1372.6,1081.1,1259.3,1407.3,1233.6,1441.0,1434.5,1214.7,1213.8,1209.5,1347.0,1410.0,1195.6,1228.4
IND,India,1001.2,1048.72,1180.69,977.85,963.31,1113.91,1013.94,1124.02,1145.35,1218.05,1022.01,1062.6,1096.0,1176.1,1170.34,1280.3,1345.03,857.65,1186.85,913.38,1116.33,1137.75,1058.1,1153.62,1114.47,1143.99,1122.79,1074.39,1077.44,1063.1,1195.54,1123.76,1317.05,1162.78,1077.9,1207.81,1120.54,1166.52,1039.64,1164.33,1011.54,1197.17,1140.47,1217.28,1168.71,1221.46,1207.89,1178.27,1194.55,1092.82,1047.69,995.41,1151.07,1176.79,1267.65,1336.62,1037.48,1180.38,1292.93,1049.03,1289.21,1170.61,1151.66,1191.2,955.79,1024.7,1116.71,1009.97,1087.57,1260.88,1146.94,875.24,1219.04,1025.81,1278.93,1102.47,1209.35,1207.21,1050.02,1084.05,1172.69,1004.09,1238.64,1056.62,1073.41,1033.17,986.85,1260.93,1034.94,1242.7,1034.81,965.5,1068.57,1158.43,1147.19,1110.87,1120.68,1189.4,1064.05,1042.88,1025.68,908.97,1055.45,1030.22,1116.76,1190.39,1136.2,1157.89,1001.02,1251.52,1145.75,1067.48,1255.69,1066.08,1124.41,1120.49,1158.21,1022.39,1322.44,1243.29,1213.82,1298.53
IND.1151,Andaman and Nicobar Islands,3416.91,3340.79,3026.0,3186.26,2631.93,2686.36,3174.53,3600.49,3731.78,2799.97,2791.94,2671.91,2529.59,2980.63,2786.45,3100.25,2623.6,3241.17,2366.54,3017.08,2719.88,3414.76,3164.77,2605.94,2540.92,3133.56,2527.63,3005.48,2846.05,2992.44,2604.67,3221.82,3099.13,3621.95,3158.95,3100.79,3335.83,3290.97,2882.23,2815.39,2587.2,2948.36,2966.53,2966.53,2966.53,2684.39,3356.5,3309.15,3456.5,2433.1,3205.38,3058.45,2960.16,2831.48,3319.23,3151.51,3109.8,3209.38,3574.72,3170.54,3137.09,3113.42,3133.48,3329.25,3114.55,2889.09,3560.81,2658.0,2844.43,3533.48,3114.75,3493.59,2958.46,2673.95,2767.08,2902.92,2513.81,2864.65,1858.68,3602.31,3115.03,2663.75,3159.95,3201.04,2723.78,2404.61,2655.58,3287.0,2656.93,2631.84,3076.9,2937.84,2692.31,3433.6,3355.82,3439.82,2955.57,2925.37,2926.26,2843.9,3014.12,2577.64,2489.1,3177.58,3676.65,3114.27,2691.94,3877.16,2626.31,3170.51,3385.35,3401.58,3386.11,3053.25,2890.97,3566.84,3247.46,3435.37,2817.71,3093.06,3518.73,2837.79
IND.11510,Delhi,653.48,627.36,588.44,782.69,436.64,668.05,577.87,896.82,878.53,814.52,609.46,806.52,475.42,931.26,649.01,805.75,1131.87,425.29,772.09,650.93,728.15,817.11,787.7,933.69,704.03,842.24,683.65,536.88,545.05,709.97,714.15,628.54,1037.76,730.07,722.66,857.36,626.79,516.74,479.94,675.53,494.82,969.92,683.06,737.08,882.18,702.15,794.62,822.12,770.2,901.54,609.49,664.47,709.76,795.37,967.43,842.35,844.61,962.37,793.12,794.64,924.2,824.47,798.74,968.33,539.54,742.49,902.72,623.37,666.63,780.83,927.09,646.59,765.04,481.51,860.59,756.32,902.86,848.51,476.8,773.53,664.15,758.94,815.82,603.61,893.83,585.41,457.09,912.43,725.76,868.77,552.63,594.34,781.0,802.98,764.13,845.49,678.37,789.59,524.18,605.67,514.41,454.17,863.24,431.92,592.42,694.25,601.53,628.09,590.42,796.44,801.29,830.7,829.07,540.86,629.17,640.15,750.95,770.5,669.99,639.46,1000.45,615.35
IND.11511,Goa,2508.75,2966.17,2807.48,2417.69,1605.02,2618.17,3007.19,3212.55,2457.04,2345.12,2370.1,2508.78,2318.54,3644.59,2673.77,2885.99,2603.45,1425.38,2620.02,2158.37,2468.77,2455.81,2832.73,2753.6,2440.9,2643.82,2531.2,2450.33,2539.22,2206.99,3340.89,3386.39,3061.13,2727.63,2077.91,2312.99,2510.07,2331.54,2936.23,2781.01,2082.96,2942.55,2509.07,2676.94,2652.15,3074.88,2689.32,2916.33,2076.87,2847.95,2587.34,2493.05,3991.71,3220.02,3043.3,3256.42,2823.98,3018.86,3379.69,2445.51,3792.74,2846.21,2790.9,3196.98,2801.07,2634.17,3166.32,2379.0,2817.97,2931.9,2401.37,1808.32,2308.32,2784.78,3252.48,2442.21,2879.13,2421.43,2413.99,2777.72,2759.53,2735.9,3516.32,2306.63,1928.79,1778.77,1834.53,3383.24,2224.24,1857.59,2140.68,2513.75,2597.92,3121.2,3930.53,2034.78,2963.11,2460.79,2400.39,2480.5,1688.09,1676.05,1786.51,2091.67,3414.52,2907.07,3271.12,2350.33,2980.04,3338.85,2777.49,1863.38,2632.6,2840.48,1769.38,2421.95,2010.49,2004.1,4375.97,3612.77,3089.05,2388.33
IND.11512,Gujarat,386.15,742.23,811.22,345.17,479.01,765.64,697.78,745.06,794.21,835.67,252.45,851.34,936.54,894.02,403.0,826.03,1012.26,257.39,750.74,548.59,960.8,660.99,396.62,641.83,424.47,1013.9,795.44,731.56,625.03,690.2,746.69,746.3,990.53,710.68,707.34,534.0,859.86,579.82,483.44,585.59,688.02,743.86,765.36,980.92,1015.68,806.49,758.93,394.13,709.03,771.86,420.72,566.78,771.93,956.91,765.57,1100.57,585.75,959.14,1213.36,532.64,996.73,645.48,790.31,829.38,644.92,580.95,824.95,533.43,545.15,1108.79,698.48,374.71,829.85,315.76,907.01,911.83,869.95,682.28,727.77,756.4,883.92,519.25,959.31,701.26,486.06,475.63,314.87,867.51,626.27,772.88,461.85,734.7,647.19,1021.92,539.17,817.06,819.96,951.97,554.63,642.78,631.81,385.8,835.59,747.24,932.16,984.64,895.9,792.89,761.07,1281.49,780.72,577.73,920.56,903.73,690.05,698.6,910.87,535.41,1029.96,910.07,661.43,1112.49
IND.11513,Haryana,527.77,499.03,493.83,606.28,379.87,565.89,492.96,780.36,780.19,656.27,491.66,638.32,431.78,750.68,508.9,673.42,935.44,352.11,669.91,540.86,592.17,641.92,664.64,736.85,566.04,698.03,530.29,473.4,474.23,577.54,589.76,495.48,808.52,591.93,607.34,668.92,533.66,418.2,397.85,565.19,421.7,812.64,530.66,642.19,714.09,578.89,613.82,662.67,603.67,766.24,489.57,527.82,597.41,649.68,759.61,677.16,692.62,745.6,699.37,602.7,763.26,697.15,587.91,798.33,435.51,621.2,730.35,505.1,508.25,637.82,724.99,509.79,648.42,417.71,712.6,690.02,769.7,731.65,432.5,649.76,590.62,670.79,690.33,552.48,708.35,515.57,382.73,766.81,591.86,739.75,461.71,551.07,620.9,643.39,661.36,750.21,617.55,627.43,453.16,549.36,494.9,389.02,715.63,418.42,538.55,650.54,539.24,612.31,473.98,676.35,708.92,672.25,761.45,521.21,608.76,589.28,626.16,653.05,599.71,601.97,797.68,633.25
IND.11514,Himachal Pradesh,968.78,767.06,942.81,968.08,861.31,998.75,937.77,1109.21,1343.65,1094.62,901.9,933.1,936.69,1263.59,913.34,964.05,1447.66,774.4,1038.25,816.5,895.86,1056.87,1167.73,1088.7,991.64,1063.14,853.44,931.32,939.6,928.01,910.08,801.85,1152.41,859.64,952.5,1072.37,1012.37,811.36,748.15,909.36,861.13,1194.85,849.7,1003.35,999.48,849.37,909.36,1114.54,850.01,1242.69,900.42,815.72,1010.94,1080.86,1090.34,1036.39,1116.55,1035.51,1130.94,876.11,1088.14,1114.31,869.57,1067.12,745.64,1056.27,941.88,828.9,861.48,910.22,1041.04,846.43,1102.09,640.31,1093.27,1153.33,1127.25,1206.35,858.44,1108.43,965.44,993.28,1104.26,1025.61,1109.37,973.02,753.61,1288.08,945.04,1240.68,806.92,1044.88,873.58,905.02,1184.07,1118.31,1078.54,835.87,873.14,1079.91,915.43,926.63,993.03,806.85,914.53,1269.42,887.45,1065.36,695.39,950.68,1076.79,851.25,1201.16,997.6,1287.76,914.04,1141.87,1003.57,1126.41,986.49,1081.04,1162.17
IND.11515,Jammu and Kashmir,380.17,346.2,426.26,447.39,375.16,447.16,440.01,551.61,512.14,458.92,400.35,363.11,421.34,500.13,366.31,374.44,557.44,340.4,368.74,349.68,429.48,413.77,522.84,449.2,397.45,418.57,347.18,403.86,420.84,385.29,438.2,360.22,451.48,354.03,421.95,431.05,422.22,344.95,334.46,399.44,387.67,508.4,320.16,482.86,461.05,301.96,388.75,551.31,341.51,527.24,448.23,334.19,456.82,456.91,445.28,530.42,597.83,401.48,537.54,391.06,425.8,447.39,342.37,486.29,372.3,510.25,434.0,354.61,377.9,372.59,352.01,453.18,549.71,395.19,561.38,558.97,408.73,550.44,428.28,489.41,510.24,468.21,515.15,476.0,412.87,509.17,419.6,578.43,430.35,541.28,381.43,504.61,419.89,467.14,548.08,615.07,521.82,421.0,423.1,441.27,406.13,428.9,538.32,428.04,446.7,648.15,414.13,499.07,360.03,550.55,464.79,394.15,529.92,483.64,659.46,403.59,508.54,418.18,522.29,501.29,449.21,538.5
IND.11516,Jharkhand,1057.43,1241.06,1001.75,1393.07,1389.62,1279.41,1356.32,1157.63,1403.83,1365.93,1421.29,1025.93,1594.89,1244.84,1399.42,1556.05,1485.79,1404.62,1378.48,1114.03,1292.34,1563.93,1229.94,1314.03,1413.01,1329.56,1141.27,1301.33,1311.98,1066.09,1326.31,1145.49,1476.9,1240.47,1251.29,1652.21,1420.09,1310.51,1461.68,1266.74,1416.96,1524.94,1445.83,1408.36,1313.46,1483.56,1268.12,1382.15,1506.61,1269.53,1204.64,1280.53,1327.35,1139.0,1146.02,1601.19,1024.13,1274.71,1252.27,1172.83,1273.82,1129.14,1407.54,1280.91,1126.57,914.9,1241.81,1200.26,1309.49,1419.05,1835.36,1024.39,1386.55,1255.3,1241.9,1266.81,1504.33,1588.11,1053.24,1255.52,1298.43,1110.65,1227.05,1412.91,1289.3,1281.51,1359.2,1240.73,1176.82,1486.08,1339.48,919.44,1117.83,1064.51,1110.83,1099.57,1210.38,1229.34,1237.68,970.85,1170.52,1103.16,1094.02,1165.88,1062.79,1305.56,1356.71,1320.83,1013.91,979.64,1432.78,1280.27,1324.8,1237.38,1216.19,1383.77,1264.34,1184.99,1324.6,1392.54,1387.39,1184.9
IND.11517,Karnataka,1099.51,1154.58,1436.59,1034.91,846.78,1218.75,1177.07,1045.1,1139.38,1272.17,1004.74,1174.91,967.64,1216.3,1154.63,1336.49,1196.53,707.02,1163.83,901.22,1124.33,1028.15,1179.37,1111.64,1089.67,1065.54,1029.86,1069.95,1129.42,1020.64,1299.34,1333.75,1472.73,1013.68,1103.76,1007.51,1084.63,1043.47,1100.5,1297.31,1013.57,1125.52,1204.79,1098.64,948.63,1408.96,1159.69,1263.1,1047.58,1193.84,1136.0,960.67,1465.01,1296.19,1276.1,1365.15,1216.28,1319.35,1399.11,1084.67,1608.57,1297.48,1175.0,1467.64,888.0,1189.15,1109.56,1027.82,1123.34,1117.03,1028.37,932.43,1204.26,1155.11,1462.77,862.72,1285.53,1277.57,1186.47,1163.18,1258.73,1091.73,1270.22,999.72,938.6,976.53,933.45,1350.61,1040.08,907.05,1120.76,1045.8,1120.58,1260.6,1359.36,1124.52,1244.05,1315.95,1057.19,1165.19,919.5,876.24,896.41,1078.99,1370.33,1221.33,1436.84,1295.3,1320.8,1362.24,1226.08,890.17,1218.24,1326.18,1024.04,1040.96,1175.09,1020.94,1549.58,1478.42,1523.98,1436.51
IND.11518,Kerala,2593.26,3041.93,3227.43,2345.99,2283.13,2649.24,2814.29,2767.98,2674.05,2858.78,2676.7,2990.57,2313.56,2688.49,2987.67,2781.39,2488.78,1898.32,2705.49,2572.95,2742.6,3091.61,3093.56,3149.0,2736.15,2758.81,2895.42,2126.47,3085.9,2501.58,2550.21,2921.72,3176.65,2118.97,2428.9,2773.07,2985.3,2515.28,2611.24,3272.94,2685.46,2723.37,2758.22,2474.39,2334.98,3228.2,2798.45,2868.95,2729.47,2812.48,2505.15,1915.65,2869.04,2695.28,2605.35,2598.59,2579.79,2496.16,3541.21,2909.48,4039.88,2892.31,2534.65,3179.59,1960.38,2347.77,2930.13,3026.93,2536.14,2316.38,2784.52,2681.94,2623.87,2709.54,3328.73,2187.94,3256.07,2857.35,2826.05,2613.28,3065.13,2202.46,2618.36,2448.1,2379.37,2451.48,2302.65,3302.67,2649.66,2174.61,2856.83,2451.28,2596.25,2991.33,2704.18,2560.04,3070.12,3365.68,2374.5,2717.11,2601.85,2118.03,2398.12,2905.05,2561.32,2710.6,3479.65,3189.98,2940.03,3070.86,2550.3,1861.61,2722.85,2954.53,2920.56,2004.58,2678.97,2727.72,2947.1,3080.27,3453.04,3352.93
IND.11519,Lakshadweep,1705.23,1983.09,1808.11,1453.35,1560.01,1774.7,1632.41,1917.58,1620.97,1707.88,1618.85,1785.83,1569.08,1927.84,1645.74,1558.21,1698.57,1567.19,1838.71,1793.66,1656.56,1946.78,1937.05,1848.73,1745.17,1715.46,1697.19,1552.14,1844.1,1595.69,1785.46,1709.18,1829.85,1489.45,1664.1,1671.7,1741.78,1708.54,1443.86,1771.24,1616.24,1847.9,1826.65,1678.58,1619.12,1854.93,1767.09,1621.52,1722.79,1740.63,1672.43,1371.93,1675.11,1644.34,1805.95,1580.49,1629.67,1495.5,1799.71,1941.11,2118.9,1754.86,1773.77,1730.86,1656.27,1588.21,1828.04,1849.01,1647.69,1703.03,1884.87,1562.62,1770.11,1702.05,1963.55,1610.08,1851.66,1898.73,1804.69,1704.45,1846.42,1691.67,1630.18,1523.8,1583.66,1696.36,1514.88,1676.44,1827.43,1477.28,1762.48,1748.28,1784.54,1912.31,1747.84,1702.16,1917.07,1842.76,1831.33,1691.26,1626.32,1445.54,1672.31,1654.47,1584.16,1777.44,1704.06,1773.01,1630.7,1852.83,1657.58,1562.74,1669.47,1577.38,1826.09,1301.16,1801.34,1564.48,2003.58,1928.06,1784.89,1997.12
